word,pinyin
旁边,pángbiān
旅,lǚ
旅客,lǚkè
旅店,lǚdiàn
旅游,lǚyóu
旅游业,lǚyóuyè
旅行,lǚxíng
旅途,lǚtú
旅馆,lǚguǎn
旋,xuán
旋律,xuánlǜ
旋转,xuánzhuǎn
族,zú
旗号,qíhào
旗子,qízi
旗帜,qízhì
旗袍,qípáo
无,wú
无产阶级,wúchǎnjiējí
无从,wúcóng
无偿,wúcháng
无可奈何,wúkěnàihé
无可奉告,wúkěfènggào
无微不至,wúwēibùzhì
无情,wúqíng
无情无义,wúqíngwúyì
无意,wúyì
无所作为,wúsuǒzuòwéi
无所谓,wúsuǒwèi
无效,wúxiào
无数,wúshù
无比,wúbǐ
无法,wúfǎ
无理,wúlǐ
无疑,wúyí
无知,wúzhī
无穷,wúqióng
无线电,wúxiàndiàn
无耻,wúchǐ
无聊,wúliáo
无能为力,wúnéngwéilì
无论,wúlùn
无论如何,wúlùnrúhé
无话可说,wúhuàkěshuō
无限,wúxiàn
无非,wúfēi
既,jì
既_也_,jì_yě_
既_又_,jì_yòu_
既然,jìrán
日,rì
日元,Rìyuán
日光,rìguāng
日夜,rìyè
日子,rìzi
日常,rìcháng
日报,rìbào
日期,rìqī
日用,rìyòng
日用品,rìyòngpǐn
日益,rìyì
日程,rìchéng
日记,rìjì
日语,rìyǔ
旧,jiù
早,zǎo
早已,zǎoyǐ
早日,zǎorì
早晚,zǎowǎn
早晨,zǎochen
早期,zǎoqī
早点,zǎodiǎn
早饭,zǎofàn
旱,hàn
旱灾,hànzāi
时,shí
时事,shíshì
时代,shídài
时候,shíhou
时光,shíguāng
时刻,shíkè
时常,shícháng
时时,shíshí
时期,shíqī
时机,shíjī
时而,shí'ér
时节,shíjié
时装,shízhuāng
时间,shíjiān
时髦,shímáo
旷工,kuànggōng
旷课,kuàngkè
昂扬,ángyáng
昂贵,ángguì
昆虫,kūnchóng
昌盛,chāngshèng
明亮,míngliàng
明信片,míngxìnpiàn
明天,míngtiān
明年,míngnián
明明,míngmíng
明星,Míngxīng
明显,míngxiǎn
明白,míngbai
明确,míngquè
昏,hūn
昏迷,hūnmí
易,yì
星,xīng
星星,xīngxing
星期,xīngqī
星期日,xīngqīrì
映,yìng
春,chūn
春天,chūntiān
春季,chūnjì
春耕,chūngēng
春节,chūnjié
昨天,zuótiān
是,shì
是否,shìfǒu
是的,shìde
是非,shìfēi
昼夜,zhòuyè
显,xiǎn
显得,xiǎnde
显微镜,xiǎnwēijìng
显然,xiǎnrán
显示,xiǎnshì
显而易见,xiǎn'éryìjiàn
显著,xiǎnzhù
晃,huàng
晋升,jìnshēng
晌午,shǎngwu
晒,shài
晓得,xiǎodé
晕,yūn
晚,wǎn
晚上,wǎnshang
晚会,wǎnhuì
晚年,wǎnnián
晚报,wǎnbào
晚餐,wǎncān
晚饭,wǎnfàn
普及,pǔjí
普查,pǔchá
普通,pǔtōng
普通话,Pǔtōnghuà
普遍,pǔbiàn
景,jǐng
景物,jǐngwù
景色,jǐngsè
景象,jǐngxiàng
晴,qíng
晴天,qíngtiān
晴朗,qínglǎng
智力,zhìlì
智慧,zhìhuì
智能,zhìnéng
晾,liàng
暂,zàn
暂且,zànqiě
暂时,zànshí
暑假,shǔjià
暖,nuǎn
暖和,nuǎnhuo
暖气,nuǎnqì
暗,àn
暗中,ànzhōng
暗暗,àn'àn
暗杀,ànshā
暗淡,àndàn
暗示,ànshì
暴力,bàolì
暴动,bàodòng
暴雨,bàoyǔ
暴露,bàolù
暴风骤雨,bàofēngzhòuyǔ
曰,yuē
曲子,qǔzi
曲折,qūzhé
曲线,qūxiàn
更,gèng
更加,gèngjiā
更换,gēnghuàn
更改,gēnggǎi
更新,gēngxīn
更正,gēngzhèng
曾,céng
曾经,céngjīng
替,tì
替代,tìdài
替换,tìhuan
最,zuì
最初,zuìchū
最后,zuìhòu
最好,zuìhǎo
最近,zuìjìn
月,yuè
月亮,yuèliang
月份,yuèfèn
月光,yuèguāng
月球,yuèqiú
有,yǒu
有一些,yǒuyīxiē
有两下子,yǒuliǎngxiàzi
有些,yǒuxiē
有关,yǒuguān
有利,yǒulì
有力,yǒulì
有口无心,yǒukǒuwúxīn
有名,yǒumíng
有声有色,yǒushēngyǒusè
有害,yǒuhài
有待,yǒudài
有意,yǒuyì
有意思,yǒuyìsi
有效,yǒuxiào
有时,yǒushí
有时候,yǒushíhou
有机,yǒujī
有点儿,yǒudiǎnr
有用,yǒuyòng
有的,yǒude
有的是,yǒudeshì
有益,yǒuyì
有趣,yǒuqù
有限,yǒuxiàn
朋友,péngyou
服,fú
服从,fúcóng
服务,fúwù
服务员,fúwùyuán
服气,fúqì
服装,fúzhuāng
朗诵,lǎngsòng
朗读,lǎngdú
望,wàng
望远镜,wàngyuǎnjìng
朝,cháo
朝三暮四,zhāosānmùsì
朝代,cháodài
朝气,zhāoqì
朝气蓬勃,zhāoqìpéngbó
期,qī
期刊,qīkān
期待,qīdài
期望,qīwàng
期间,qījiān
期限,qīxiàn
木,mù
木匠,mùjiang
木头,mùtou
木材,mùcái
未,wèi
未免,wèimiǎn
未必,wèibì
未来,wèilái
末,mò
本,běn
本事,běnshi
本人,běnrén
本子,běnzi
本性,běnxìng
本来,běnlái
本着,běnzhe
本能,běnnéng
本质,běnzhì
本身,běnshēn
本钱,běnqian
本领,běnlǐng
朴实,pǔshí
朴素,pǔsù
朵,duǒ
机,jī
机会,jīhuì
机体,jītǐ
机关,jīguān
机动,jīdòng
机器,jīqì
机场,jīchǎng
机密,jīmì
机床,jīchuáng
机智,jīzhì
机构,jīgòu
机枪,jīqiāng
机械,jīxiè
机灵,jīling
机车,jīchē
机遇,jīyù
杀,shā
杀害,shāhài
杂乱,záluàn
杂交,zájiāo
杂志,zázhì
杂技,zájì
杂文,záwén
杂质,zázhì
权,quán
权利,quánlì
权力,quánlì
权威,quánwēi
权益,quányì
权限,quánxiàn
杆,gān
杏,xìng
材料,cáiliào
村子,cūnzi
村庄,cūnzhuāng
杜绝,dùjué
束,shù
束缚,shùfù
杠杆,gànggǎn
条,tiáo
条件,tiáojiàn
条例,tiáolì
条子,tiáozi
条文,tiáowén
条款,tiáokuǎn
条理,tiáolǐ
条约,tiáoyuē
来,lái
来不及,láibují
来临,láilín
来信,láixìn
来历,láilì
来回,láihuí
来回来去,láihuíláiqù
来客,láikè
来宾,láibīn
来年,láinián
来往,láiwǎng
来得及,láidejí
来源,láiyuán
来自,láizì
来访,láifǎng
杨树,yángshù
杯,bēi
杯子,bēizi
杰作,jiézuò
杰出,jiéchū
松,sōng
松树,sōngshù
板,bǎn
极,jí
极其,jíqí
极力,jílì
极度,jídù
极端,jíduān
极限,jíxiàn
构思,gòusī
构想,gòuxiǎng
构成,gòuchéng
构造,gòuzào
枕头,zhěntou
林业,línyè
林区,línqū
林场,línchǎng
枚,méi
果实,guǒshí
果断,guǒduàn
果树,guǒshù
果然,guǒrán
枝,zhī
枣,zǎo
枪,qiāng
枪毙,qiāngbì
枯,kū
枯燥,kūzào
架,jià
架子,jiàzi
柄,bǐng
柏树,bǎishù
某,mǒu
某些,mǒuxiē
柒,qī
染,rǎn
染料,rǎnliào
柔和,róuhé
柔软,róuruǎn
柜台,guìtái
柜子,guìzi
柠檬,níngméng
查,chá
查处,cháchǔ
查明,chámíng
查获,cháhuò
查阅,cháyuè
柱子,zhùzi
柳树,liǔshù
柴油,cháiyóu
标,biāo
标准,biāozhǔn
标志,biāozhì
标本,biāoběn
标点,biāodiǎn
标语,biāoyǔ
标题,biāotí
栋,dòng
栏杆,lángān
树,shù
树干,shùgàn
树木,shùmù
树林,shùlín
树立,shùlì
栗子,lìzi
校园,xiàoyuán
校徽,xiàohuī
校长,xiàozhǎng
株,zhū
样,yàng
样品,yàngpǐn
样子,yàngzi
核,hé
核心,héxīn
核桃,hétao
核武器,héwǔqì
根,gēn
根据,gēnjù
根据地,gēnjùdì
根本,gēnběn
根深蒂固,gēnshēndìgù
根源,gēnyuán
格,gé
格外,géwài
格局,géjú
格式,géshi
格格不入,gégébùrù
栽,zāi
栽培,zāipéi
栽种,zāizhòng
桂冠,guìguān
桃,táo
桃花,táohuā
桅杆,wéigān
框,kuàng
案,àn
案件,ànjiàn
案情,ànqíng
桌子,zhuōzi
桑树,sāngshù
档案,dàng'àn
档次,dàngcì
桥,qiáo
桥梁,qiáoliáng
桨,jiǎng
桩,zhuāng
桶,tǒng
梁,liáng
梅花,méihuā
梗,gěng
梢,shāo
梦,mèng
梦想,mèngxiǎng
梧桐,wútóng
梨,lí
梳,shū
梳子,shūzi
检举,jiǎnjǔ
检修,jiǎnxiū
检察,jiǎnchá
检查,jiǎnchá
检测,jiǎncè
检讨,jiǎntǎo
检验,jiǎnyàn
棉,mián
棉花,miánhua
棉衣,miányī
棋,qí
棍子,gùnzi
棒,bàng
棒球,bàngqiú
棕色,zōngsè
棚,péng
森林,sēnlín
棱,léng
棵,kē
棺材,guāncai
椅子,yǐzi
植,zhí
植物,zhíwù
椭圆,tuǒyuán
楼,lóu
楼房,lóufáng
楼梯,lóutī
楼道,lóudào
概况,gàikuàng
概念,gàiniàn
概括,gàikuò
榆树,yúshù
榜样,bǎngyàng
榨,zhà
槐树,huáishù
槽,cáo
模仿,mófǎng
模型,móxíng
模式,móshì
模样,múyàng
模糊,móhu
模范,mófàn
横,héng
横行,héngxíng
樱花,yīnghuā
橘子,júzi
橡皮,xiàngpí
橡胶,xiàngjiāo
欠,qiàn
次,cì
次品,cìpǐn
次序,cìxù
次数,cìshù
次要,cìyao
欢乐,huānlè
欢呼,huānhū
欢喜,huānxǐ
欢笑,huānxiào
欢迎,huānyíng
欢送,huānsòng
欣欣向荣,xīnxīnxiàngróng
欣赏,xīnshǎng
欲,yù
欲望,yùwàng
欺负,qīfu
欺骗,qīpiàn
款,kuǎn
款待,kuǎndài
歇,xiē
歉意,qiànyì
歌,gēge
歌剧,gējù
歌咏,gēyǒng
歌唱,gēchàng
歌手,gēshǒu
歌星,gēxīng
歌曲,gēqǔ
歌颂,gēsòng
止,zhǐ
正,zhèng
正义,zhèngyì
正在,zhèngzài
正好,zhènghǎo
正巧,zhèngqiǎo
正常,zhèngcháng
正式,zhèngshì
正当,zhèngdāng
正月,zhēngyuè
正比,zhèngbǐ
正气,zhèngqì
正确,zhèngquè
正经,zhèngjing
正规,zhèngguī
正面,zhèngmiàn
此,cǐ
此刻,cǐkè
此后,cǐhòu
此外,cǐwài
此时,cǐshí
步,bù
步伐,bùfá
步兵,bùbīng
步子,bùzi
步行,bùxíng
步骤,bùzhòu
武力,wǔlì
武器,wǔqì
武术,wǔshù
武装,wǔzhuāng
歧视,qíshì
歪,wāi
歪曲,wāiqū
歹徒,dǎitú
死,sǐ
死亡,sǐwáng
死刑,sǐxíng
歼灭,jiānmiè
残,cán
残余,cányú
残忍,cánrěn
残暴,cánbào
残疾,cánjí
残酷,cánkù
殖民主义,zhímínzhǔyì
殖民地,zhímíndì
殴打,ōudǎ
段,duàn
殿,diàn
毁,huǐ
毁坏,huǐhuài
毁灭,huǐmiè
毅力,yìlì
毅然,yìrán
母,mǔ
母亲,mǔqīn
每,měi
毒,dú
毒品,dúpǐn
毒害,dúhài
毒性,dúxìng
比,bǐ
比价,bǐjià
比例,bǐlì
比分,bǐfēn
比喻,bǐyù
比如,bǐrú
比方,bǐfang
比赛,bǐsài
比较,bǐjiào
比重,bǐzhòng
毕业,bìyè
毕竟,bìjìng
毛,máo
毛巾,máojīn
毛泽东思想,máozédōngSīxiǎng
毛病,máobing
毛笔,máobǐ
毛线,máoxiàn
毫不,háobù
毫无,háowú
毫米,háomǐ
毯子,tǎnzi
民主,mínzhǔ
民事,mínshì
民众,mínzhòng
民兵,mínbīng
民意,mínyì
民族,mínzú
民用,mínyòng
民航,mínháng
民间,mínjiān
气,qì
气体,qìtǐ
气候,qìhòu
气力,qìlì
气功,qìgōng
气势,qìshì
气压,qìyā
气味,qìwèi
气喘,qìchuǎn
气息,qìxī
气愤,qìfèn
气概,qìgài
气氛,qìfēn
气流,qìliú
气温,qìwēn
气球,qìqiú
气象,qìxiàng
气魄,qìpò
氢,qīng
氧,yǎng
氧化,yǎnghuà
氧气,yǎngqì
氮,dàn
水,shuǐ
水产,shuǐchǎn
水分,shuǐfèn
水利,shuǐlì
水力,shuǐlì
水土,shuǐtǔ
水平,shuǐpíng
水库,shuǐkù
水果,shuǐguǒ
水泥,shuǐní
水源,shuǐyuán
水灾,shuǐzāi
水电,shuǐdiàn
水稻,shuǐdào
水蒸气,shuǐzhēngqì
永久,yǒngjiǔ
永垂不朽,yǒngchuíbùxiǔ
永远,yǒngyuǎn
汁,zhī
求,qiú
求得,qiúdé
汇,huì
汇报,huìbào
汇款,huìkuǎn
汇率,huìlǜ
汇集,huìjí
汉奸,Hànjiān
汉字,hànzì
汉学,Hànxué
汉语,hànyǔ
汗,hàn
汞,gǒng
江,jiāng
池,chí
池塘,chítáng
污,wū
污染,wūrǎn
污蔑,wūmiè
汤,tāng
汪洋,wāngyáng
汹涌,xiōngyǒng
汽,qì
汽水,qìshuǐ
汽油,qìyóu
汽船,qìchuán
汽车,qìchē
沉,chén
沉思,chénsī
沉淀,chéndiàn
沉痛,chéntòng
沉着,chénzhuó
沉重,chénzhòng
沉闷,chénmèn
沉静,chénjìng
沉默,chénmò
沏,qī
沙,shā
沙发,shāfā
沙土,shātǔ
沙子,shāzi
沙滩,shātān
沙漠,shāmò
沟,gōu
沟通,gōutōng
没,méi
没事儿,méishìr
没什么,méishénme
没关系,méiguānxi
没吃没穿,méichīméichuān
没意思,méiyìsi
没有,méiyǒu
没用,méiyòng
没说的,méishuōde
没辙,méizhé
没错,méicuò
沥青,lìqīng
河,hé
河流,héliú
河道,hédào
沸腾,fèiténg
油,yóu
油料,yóuliào
油漆,yóuqī
油田,yóutián
油画,yóuhuà
油菜,yóucài
治,zhì
治安,zhì'ān
治理,zhìlǐ
治疗,zhìliáo
沼泽,zhǎozé
沾,zhān
沾光,zhānguāng
沿,yán
沿儿,yánr
沿岸,yán'àn
沿海,yánhǎi
沿途,yántú
泄,xiè
泄气,xièqì
泄露,xièlòu
泉,quán
法,fǎ
法人,fǎrén
法令,fǎlìng
法则,fǎzé
法制,fǎzhì
法子,fǎzi
法官,fǎguān
法定,fǎdìng
法庭,fǎtíng
法律,fǎlǜ
法西斯,fǎxīsī
法规,fǎguī
法语,fǎyǔ
法郎,fǎláng
法院,fǎyuàn
泛,fàn
泛滥,fànlàn
泡,pào
泡沫,pàomò
波动,bōdòng
波浪,bōlàng
波涛,bōtāo
泥,ní
泥土,nítǔ
注册,zhùcè
注射,zhùshè
注意,zhùyì
注目,zhùmù
注视,zhùshì
注解,zhùjiě
注释,zhùshì
注重,zhùzhòng
泰然,tàirán
泻,xiè
泼,pō
洁白,jiébái
洋,yáng
洒,sǎ
洗,xǐ
洗涤,xǐdí
洗澡,xǐzǎo
洗衣机,xǐyījī
洞,dòng
津津有味,jīnjīnyǒuwèi
津贴,jīntiē
洪水,hóngshuǐ
洲,zhōu
活,huó
活儿,huór
活力,huólì
活动,huódòng
活泼,huópo
活该,huógāi
活跃,huóyuè
洽谈,qiàtán
派,pài
派出所,pàichūsuǒ
派别,pàibié
派遣,pàiqiǎn
流,liú
流传,liúchuán
流利,liúlì
流动,liúdòng
流域,liúyù
流寇,liúkòu
流氓,liúmáng
流水,liúshuǐ
流浪,liúlàng
流行,liúxíng
流通,liútōng
流露,liúlù
浅,qiǎn
浇,jiāo
浇灌,jiāoguàn
测,cè
测定,cèdìng
测算,cèsuàn
测试,cèshì
测量,cèliáng
测验,cèyàn
浑身,húnshēn
浓,nóng
浓厚,nónghòu
浓度,nóngdù
浩浩荡荡,hàohaodàngdàng
浪,làng
浪漫,làngmàn
浪潮,làngcháo
浪费,làngfèi
浮,fú
浮动,fúdòng
浮雕,fúdiāo
浴室,yùshì
海,hǎi
海关,hǎiguān
海军,hǎijūn
海外,hǎiwài
海岸,hǎi'àn
海峡,hǎixiá
海拔,hǎibá
海洋,hǎiyáng
海港,hǎigǎng
海滨,hǎibīn
海面,hǎimiàn
浸,jìn
涂,tú
消,xiāo
消化,xiāohuà
消失,xiāoshī
消息,xiāoxi
消极,xiāojí
消毒,xiāodú
消灭,xiāomiè
消耗,xiāohào
消费,xiāofèi
消除,xiāochú
涉及,shèjí
涉外,shèwài
涌,yǒng
涌现,yǒngxiàn
涝,lào
涨,zhǎng
涨价,zhǎngjià
液,yè
液体,yètǐ
淀粉,diànfěn
淋,lín
淘气,táoqì
淘汰,táotài
淡,dàn
淡季,dànjì
淡水,dànshuǐ
淫秽,yínhuì
深,shēn
深信,shēnxìn
深入,shēnrù
深切,shēnqiè
深刻,shēnkè
深化,shēnhuà
深厚,shēnhòu
深处,shēnchù
深夜,shēnyè
深奥,shēn'ào
深度,shēndù
深情,shēnqíng
深沉,shēnchén
深浅,shēnqiǎn
深远,shēnyuǎn
深重,shēnzhòng
混,hùn
混乱,hùnluàn
混凝土,hùnníngtǔ
混合,hùnhé
混合物,hùnhéwù
混浊,hùnzhuó
混淆,hùnxiáo
混纺,hùnfǎng
淹,yān
淹没,yānmò
添,tiān
清,qīng
清新,qīngxīn
清早,qīngzǎo
清晨,qīngchén
清晰,qīngxī
清查,qīngchá
清楚,qīngchu
清洁,qīngjié
清理,qīnglǐ
清真寺,Qīngzhēnsì
清醒,qīngxǐng
清除,qīngchú
渐,jiàn
渐渐,jiànjiàn
渔业,yúyè
渔民,yúmín
渗,shèn
渗透,shèntòu
渠,qú
渠道,qúdào
渡,dù
渡口,dùkǒu
渡船,dùchuán
渣,zhā
温,wēn
温和,wēnhé
温带,wēndài
温度,wēndù
温度计,wēndùjì
温暖,wēnnuǎn
温柔,wēnróu
港,gǎng
港口,gǎngkǒu
港币,Gǎngbì
渴,kě
渴望,kěwàng
游,yóu
游人,yóurén
游击,yóujī
游客,yóukè
游戏,yóuxì
游泳,yóuyǒng
游泳池,yóuyǒngchí
游行,yóuxíng
游览,yóulǎn
渺小,miǎoxiǎo
湖,hú
湾,wān
湿,shī
湿度,shīdù
湿润,shīrùn
溅,jiàn
源,yuán
源泉,yuánquán
溜,liū
溪,xī
溶,róng
溶化,rónghuà
溶液,róngyè
溶解,róngjiě
滋味,zīwèi
滋长,zīzhǎng
滑,huá
滑冰,huábīng
滑雪,huáxuě
滔滔不绝,tāotāobùjué
滚,gǔn
滚动,gǔndòng
满,mǎn
满怀,mǎnhuái
满意,mǎnyì
满月,mǎnyuè
满腔,mǎnqiāng
满足,mǎnzú
滩,tān
滴,dī
漂,piāo
漂亮,piàoliang
漆,qī
漆黑,qīhēi
漏,lòu
漏税,lòushuì
演,yǎn
演习,yǎnxí
演出,yǎnchū
演变,yǎnbiàn
演员,yǎnyuán
演唱,yǎnchàng
演奏,yǎnzòu
演算,yǎnsuàn
演讲,yǎnjiǎng
演说,yǎnshuō
漫长,màncháng
潜伏,qiánfú
潜力,qiánlì
潦草,liáocǎo
潭,tán
潮,cháo
潮流,cháoliú
潮湿,cháoshī
澄清,chéngqīng
激,jī
激光,jīguāng
激动,jīdòng
激励,jīlì
激发,jīfā
激情,jīqíng
激烈,jīliè
激素,jīsù
瀑布,pùbù
灌,guàn
灌木,guànmù
灌溉,guàngài
火,huǒ
火力,huǒlì
火山,huǒshān
火柴,huǒchái
火灾,huǒzāi
火焰,huǒyàn
火箭,huǒjiàn
火药,huǒyào
火车,huǒchē
灭,miè
灭亡,mièwáng
灯,dēng
灯泡,dēngpào
灯火,dēnghuǒ
灯笼,dēnglong
灰,huī
灰尘,huīchén
灰心,huīxīn
灵,líng
灵巧,língqiǎo
灵敏,língmǐn
灵活,línghuó
灵魂,línghún
灶,zào
灾,zāi
灾害,zāihài
灾荒,zāihuāng
灾难,zāinàn
灿烂,cànlàn
炉子,lúzi
炊事员,chuīshìyuán
炎热,yánrè
炒,chǎo
炕,kàng
炭,tàn
炮,pào
炮弹,pàodàn
炮火,pàohuǒ
炸,zhà
炸弹,zhàdàn
炸药,zhàyào
点,diǎn
点名,diǎnmíng
点子,diǎnzi
点心,diǎnxin
点火,diǎnhuǒ
点燃,diǎnrán
点缀,diǎnzhui
点钟,diǎnzhōng
炼,liàn
烂,làn
烈士,lièshì
烈火,lièhuǒ
烘,hōng
烟,yān
烟卷儿,yānjuǎnr
烟囱,yāncōng
烟草,yāncǎo
烟雾,yānwù
烤,kǎo
烦,fán
烦恼,fánnǎo
烦躁,fánzào
烦闷,fánmèn
烧,shāo
烧毁,shāohuǐ
烧饼,shāobing
烫,tàng
热,rè
热带,rèdài
热心,rèxīn
热情,rèqíng
热水瓶,rèshuǐpíng
热泪盈眶,rèlèiyíngkuàng
热潮,rècháo
热烈,rèliè
热爱,rè'ài
热量,rèliàng
热闹,rènao
烹调,pēngtiáo
烹饪,pēngrèn
焊,hàn
焦急,jiāojí
焦炭,jiāotàn
焦点,jiāodiǎn
然后,ránhòu
然而,rán'ér
煎,jiān
煤,méi
煤气,méiqì
照,zhào
照会,zhàohuì
照例,zhàolì
照射,zhàoshè
照常,zhàocháng
照应,zhàoying
照料,zhàoliào
照旧,zhàojiù
照明,zhàomíng
照样,zhàoyàng
照片,zhàopiàn
照相,zhàoxiàng
照相机,zhàoxiàngjī
照耀,zhàoyào
照顾,zhàogù
煮,zhǔ
熄,xī
熄灭,xīmiè
熊,xióng
熊猫,xióngmāo
熏,xūn
熔,róng
熟,shú
熟悉,shúxī
熟练,shúliàn
熬,áo
燃,rán
燃料,ránliào
燃烧,ránshāo
燕子,yànzi
爆,bào
爆发,bàofā
爆炸,bàozhà
爆破,bàopò
爆竹,bàozhú
爪,zhuǎ
爬,pá
爱,ài
爱人,àiren
爱好,àihào
爱情,àiqíng
爱惜,àixī
爱戴,àidài
爱护,àihù
爱面子,àimiànzi
父亲,fùqīn
爷爷,yéye
爸爸,bàba
爹,diē
爽快,shuǎngkuai
片,piàn
片刻,piànkè
片面,piànmiàn
版,bǎn
牌,pái
牌子,páizi
牙,yá
牙刷,yáshuā
牙膏,yágāo
牙齿,yáchǐ
牛,niú
牛奶,niúnǎi
牢,láo
牢固,láogù
牢房,láofáng
牢记,láojì
牢骚,láosāo
牧业,mùyè
牧区,mùqū
牧场,mùchǎng
牧民,mùmín
物,wù
物价,wùjià
物体,wùtǐ
物力,wùlì
物品,wùpǐn
物理,wùlǐ
物质,wùzhì
物资,wùzī
牲口,shēngkou
牲畜,shēngchù
牵,qiān
牵制,qiānzhì
牵引,qiānyǐn
牵扯,qiānchě
特,tè
特产,tèchǎn
特别,tèbié
特务,tèwu
特区,tèqū
特地,tèdì
特定,tèdìng
特征,tèzhēng
特性,tèxìng
特意,tèyì
特权,tèquán
特此,tècǐ
特殊,tèshū
特点,tèdiǎn
特色,tèsè
牺牲,xīshēng
犁,lí
犬,quǎn
犯,fàn
犯人,fànrén
犯法,fànfǎ
犯浑,fànhún
犯罪,fànzuì
状况,zhuàngkuàng
状态,zhuàngtài
犹如,yóurú
犹豫,yóuyù
狂,kuáng
狂妄,kuángwàng
狂风,kuángfēng
狐狸,húli
狗,gǒu
狠,hěn
狠心,hěnxīn
狠毒,hěndú
狡猾,jiǎohuá
独,dú
独特,dútè
独立,dúlì
独立自主,dúlìzìzhǔ
独自,dúzì
独裁,dúcái
狭窄,xiázhǎi
狭隘,xiá'ài
狮子,shīzi
狼,láng
狼狈,lángbèi
猎人,lièrén
猖狂,chāngkuáng
猛,měng
猛烈,měngliè
猛然,měngrán
猜,cāi
猜想,cāixiǎng
猜测,cāicè
猪,zhū
猫,māo
献,xiàn
献身,xiànshēn
猴子,hóuzi
猿人,yuánrén
率,lǜ
率领,shuàilǐng
玉,yù
玉米,yùmǐ
王,wáng
王国,wángguó
玖,jiǔ
玩儿,wánr
玩具,wánjù
玩弄,wánnòng
玩意儿,wányìr
玩笑,wánxiào
玫瑰,méigui
环,huán
环境,huánjìng
环节,huánjié
现,xiàn
现代,xiàndài
现代化,xiàndàihuà
现在,xiànzài
现场,xiànchǎng
现实,xiànshí
现成,xiànchéng
现状,xiànzhuàng
现行,xiànxíng
现象,xiànxiàng
现金,xiànjīn
现钱,xiànqián
玲珑,línglóng
玻璃,bōli
珊瑚,shānhú
珍惜,zhēnxī
珍珠,zhēnzhū
珍贵,zhēnguì
珠子,zhūzi
班,bān
班子,bānzi
班机,bānjī
班长,bānzhǎng
球,qiú
球场,qiúchǎng
球迷,qiúmí
球队,qiúduì
理,lǐ
理事,lǐshì
理会,lǐhuì
理发,lǐfà
理想,lǐxiǎng
理所当然,lǐsuǒdāngrán
理由,lǐyóu
理直气壮,lǐzhíqìzhuàng
理睬,lǐcǎi
理解,lǐjiě
理论,lǐlùn
琢磨,zuómo
琴,qín
瑞雪,ruìxuě
瓜,guā
瓜分,guāfēn
瓜子,guāzǐ
瓣,bàn
瓦,wǎ
瓦解,wǎjiě
瓶,píng
瓶子,píngzi
瓷,cí
甘,gān
甘心,gānxīn
甘蔗,gānzhe
甚至,shènzhì
甚至于,shènzhìyú
甜,tián
生,shēng
生产,shēngchǎn
生产力,shēngchǎnlì
生产率,shēngchǎnlǜ
生人,shēngrén
生前,shēngqián
生动,shēngdòng
生命,shēngmìng
生命力,shēngmìnglì
生存,shēngcún
生态,shēngtài
生怕,shēngpà
生意,shēngyì
生效,shēngxiào
生日,shēngri
生机,shēngjī
生殖,shēngzhí
生气,shēngqì
生活,shēnghuó
生物,shēngwù
生理,shēnglǐ
生疏,shēngshū
生病,shēngbìng
生育,shēngyù
生词,shēngcí
生长,shēngzhǎng
用,yòng
用不着,yòngbuzháo
用人,yòngren
用具,yòngjù
用力,yònglì
用功,yònggōng
用品,yòngpǐn
用处,yòngchu
用心,yòngxīn
用意,yòngyì
用户,yònghù
用法,yòngfǎ
用途,yòngtú
甩,shuǎi
甭,béng
田,tián
田地,tiándì
田径,tiánjìng
田野,tiányě
田间,tiánjiān
由,yóu
由于,yóuyú
由此可见,yóucǐkějiàn
甲,jiǎ
甲板,jiǎbǎn
申报,shēnbào
申请,shēnqǐng
申述,shēnshù
电,diàn
电冰箱,diànbīngxiāng
电力,diànlì
电动机,diàndòngjī
电压,diànyā
电台,diàntái
电器,diànqì
电子,diànzǐ
电影,diànyǐng
电影院,diànyǐngyuàn
电报,diànbào
电梯,diàntī
电气,diànqì
电池,diànchí
电流,diànliú
电源,diànyuán
电灯,diàndēng
电炉,diànlú
电线,diànxiàn
电脑,diànnǎo
电视,diànshì
电视台,diànshìtái
电话,diànhuà
电路,diànlù
电车,diànchē
电钮,diànniǔ
电铃,diànlíng
电风扇,diànfēngshàn
男,nán
男人,nánrén
男子,nánzǐ
男性,nánxìng
画,huà
画儿,huàr
画家,huàjiā
画报,huàbào
画蛇添足,huàshétiānzú
画面,huàmiàn
畅谈,chàngtán
畅通,chàngtōng
畅销,chàngxiāo
界,jiè
界线,jièxiàn
界限,jièxiàn
畏,wèi
畏惧,wèijù
畔,pàn
留,liú
留学,liúxué
留学生,liúxuéshēng
留心,liúxīn
留念,liúniàn
留恋,liúliàn
留意,liúyì
留神,liúshén
畜产品,xùchǎnpǐn
畜牧,xùmù
略,lvè
略微,lvèwēi
番,fān
番茄,fānqié
疑心,yíxīn
疑惑,yíhuò
疑问,yíwèn
疑难,yínán
疗养,liáoyǎng
疗效,liáoxiào
疙瘩,gēda
疤,bā
疮,chuāng
疯,fēng
疯子,fēngzi
疯狂,fēngkuáng
疲乏,pífá
疲倦,píjuàn
疲劳,píláo
疲惫,píbèi
疼,téng
疾病,jíbìng
病,bìng
病人,bìngrén
病号,bìnghào
病床,bìngchuáng
病情,bìngqíng
病房,bìngfáng
病毒,bìngdú
病菌,bìngjūn
病虫害,bìngchónghài
症,zhèng
症状,zhèngzhuàng
